Employee_ID,Age,Gender,Department,Job_Role,Experience_Years,Education_Level,Certification_Count,AI_Training_Hours,Coding_Test_Score,Communication_Score,Leadership_Score,Problem_Solving_Score,Innovation_Score,Attendance_Percentage,Remote_Work_Days,Overtime_Hours,Salary,Promotion_Last_3Y,Project_Count,Client_Rating,Bug_Fix_Count,Deployment_Success_Rate,Team_Size,Stress_Level,Work_Life_Balance,Job_Satisfaction,Attrition_Risk,Manager_Rating,Employee_Performance_Score
104629,44,Other,Sales,HR Executive,11,PhD,1,109,99,82,79,96,96,90,3,7,1826309,No,1,1.84,126,71.79,13,2,4,3,Medium,3.3,72.06
104630,31,Male,HR,Data Scientist,1,PhD,9,278,42,86,84,80,93,87,5,24,1726994,Yes,2,2.45,96,76.16,12,9,7,7,Medium,4.03,62.32
104631,40,Male,Sales,Business Analyst,28,Master,5,105,70,87,99,95,71,75,21,20,1943409,No,17,2.15,92,82.45,2,1,6,7,Medium,1.12,74.62
104632,26,Male,IT,ML Engineer,20,Master,11,164,95,76,46,64,58,80,1,3,1835481,Yes,17,3.85,90,86.59,17,9,3,1,Medium,3.18,66.46
104633,44,Female,Finance,QA Engineer,6,Bachelor,12,125,97,78,74,83,64,98,22,35,832345,Yes,8,2.47,259,86.34,7,4,6,7,High,1.2,72.43
104634,51,Other,Finance,HR Executive,26,Bachelor,5,97,70,68,91,69,48,98,8,42,2421235,Yes,4,2.88,202,76.37,11,3,2,1,High,3.48,63.22
104635,46,Female,IT,Data Scientist,11,Master,11,119,60,67,73,87,98,98,7,25,1898232,No,13,4.96,216,76.93,14,3,4,9,High,4.53,78.85
104636,49,Female,Sales,Finance Analyst,19,Bachelor,13,298,62,72,89,75,60,72,18,35,711892,No,13,4.58,119,91.33,14,9,6,6,High,2.58,61.06
104637,55,Male,IT,DevOps Engineer,13,PhD,0,142,56,50,44,95,72,78,7,22,941701,No,11,3.63,132,80.24,24,7,1,7,High,2.74,57.07
104638,46,Female,Marketing,Marketing Specialist,9,PhD,5,194,61,92,68,50,50,72,19,40,362527,Yes,12,2.93,50,75.68,3,2,3,3,Medium,4.91,67.25
104639,31,Male,IT,Sales Executive,22,Master,13,129,99,52,89,60,94,94,9,74,1562678,No,14,2.41,65,83.6,12,3,9,7,Medium,2.82,72.64
104640,35,Other,Sales,ML Engineer,29,PhD,10,103,95,59,87,59,63,75,16,43,2019017,Yes,1,4.77,39,84.8,7,1,3,9,Low,2.14,68.68
104641,51,Female,IT,Software Engineer,30,Master,11,92,61,56,66,68,90,93,18,49,353496,Yes,9,4.65,460,75.98,9,5,6,2,Low,4.99,63.82
104642,46,Female,HR,Project Manager,9,Master,8,296,75,98,46,43,65,78,0,8,2465985,No,3,1.66,119,84.02,15,5,5,5,Low,3.72,66.51
104643,35,Female,Operations,AI Engineer,18,Master,7,221,98,75,40,73,70,100,20,46,916364,Yes,7,2.01,372,92.45,15,9,7,3,Low,3.33,71.78
104644,56,Male,IT,Support Engineer,18,PhD,14,199,47,65,48,81,63,77,14,40,1868530,No,15,2.56,282,75.12,2,3,9,2,Medium,3.64,70.16
104645,55,Male,Operations,Product Manager,22,Master,9,287,86,88,86,80,54,96,10,12,1658209,No,7,2.83,486,80.76,15,6,7,9,Medium,4.16,69.96
104646,31,Female,IT,AI Engineer,31,Master,4,257,47,94,97,96,86,99,24,57,1607110,Yes,11,3.17,208,73.04,4,9,4,2,Low,1.15,74.53
104647,56,Female,Sales,ML Engineer,19,Bachelor,12,9,53,81,40,56,94,71,6,65,320192,No,16,1.15,478,76.45,12,3,8,2,Medium,1.8,61.51
104648,32,Other,Marketing,Software Engineer,3,PhD,3,170,77,61,66,51,51,88,15,57,1656350,No,12,1.27,181,82.97,15,7,1,3,Low,1.15,62.32
104649,32,Other,Marketing,Sales Executive,32,Master,5,100,63,93,56,43,89,93,2,65,2277726,No,8,2.88,377,99.23,14,2,3,6,Medium,2.2,58.62
104650,42,Other,Operations,Marketing Specialist,0,Bachelor,10,109,99,57,71,80,83,85,22,32,1887401,Yes,13,4.67,202,90.97,14,6,7,6,High,4.04,68.64
104651,42,Other,Sales,AI Engineer,12,Master,13,246,61,57,80,53,51,74,11,68,2016482,Yes,2,3.97,8,97.95,17,7,2,7,Low,2.61,50.63
104652,43,Other,Sales,Data Scientist,2,PhD,11,243,54,94,94,43,90,79,23,77,1512669,Yes,8,3.17,266,73.14,9,8,8,2,Medium,3.79,67.0
104653,28,Male,Sales,ML Engineer,11,Bachelor,4,22,59,60,69,73,95,89,15,26,1301001,Yes,15,1.11,390,98.26,3,2,4,1,High,2.22,65.82
104654,38,Other,HR,Sales Executive,28,Bachelor,12,224,66,82,54,57,74,91,19,49,2418345,Yes,12,1.27,228,85.33,16,1,4,2,Low,4.93,62.5
104655,23,Other,Finance,ML Engineer,30,Master,5,261,67,74,81,52,98,81,18,58,784516,No,5,3.52,69,78.47,3,8,3,9,Low,1.36,67.28
104656,33,Female,IT,Finance Analyst,1,Master,13,268,61,66,67,49,93,81,1,77,468714,No,2,1.77,29,95.34,23,7,8,2,Low,3.3,64.72
104657,39,Male,Sales,Project Manager,21,PhD,13,20,70,80,91,53,39,98,7,78,2204316,No,12,3.3,92,88.04,10,8,6,7,High,3.4,64.51
104658,32,Other,Sales,Software Engineer,21,PhD,9,119,48,68,42,48,96,100,18,26,1050509,No,6,2.81,222,72.72,4,3,9,1,Low,3.92,62.94
104659,37,Other,Sales,Finance Analyst,30,Master,10,119,95,94,67,82,40,75,22,58,2143269,No,8,1.74,470,86.06,19,7,8,9,Medium,1.05,67.67
104660,39,Other,Marketing,Software Engineer,13,Bachelor,2,197,62,64,44,59,57,83,10,55,547778,No,4,2.86,332,89.26,13,7,4,6,Medium,2.05,52.17
104661,56,Female,Sales,Finance Analyst,28,PhD,14,135,44,93,41,40,34,76,10,71,1203980,Yes,10,4.55,117,70.53,4,4,8,9,Low,2.77,50.9
104662,47,Female,IT,Product Manager,34,PhD,6,76,84,98,93,83,41,90,1,33,696549,Yes,16,1.9,420,86.49,16,9,9,9,Medium,3.11,71.34
104663,37,Female,Sales,ML Engineer,8,Bachelor,7,57,78,84,77,68,73,70,4,48,1973214,No,8,4.83,459,80.9,7,5,6,6,Low,1.27,71.35
104664,27,Other,IT,QA Engineer,31,Master,4,85,56,88,55,56,58,83,4,16,1850476,Yes,16,1.92,428,83.71,5,8,6,6,Medium,4.26,53.38
104665,33,Female,HR,QA Engineer,26,PhD,4,0,79,51,83,88,65,84,24,69,776389,Yes,7,2.83,337,73.27,19,5,9,3,High,1.54,63.85
104666,34,Other,Finance,QA Engineer,9,Bachelor,11,76,44,83,56,47,64,82,23,37,698091,Yes,12,3.89,331,85.09,13,2,9,8,Low,3.3,55.65
104667,25,Male,Marketing,ML Engineer,24,PhD,3,9,94,74,51,56,37,100,23,0,1232493,Yes,7,4.1,250,99.54,6,2,4,1,High,2.31,65.47
104668,23,Other,IT,Support Engineer,32,Bachelor,14,68,46,87,65,60,45,93,9,37,301736,No,17,2.24,450,92.14,9,5,6,6,High,3.0,56.5
104669,47,Female,Operations,Product Manager,10,PhD,9,147,47,53,96,64,72,99,1,25,657474,Yes,15,1.07,175,97.84,22,4,5,8,High,1.18,65.16
104670,48,Male,HR,AI Engineer,8,Master,4,61,46,65,88,59,98,70,14,68,2031846,Yes,14,3.5,483,78.32,22,9,5,9,Low,4.38,58.97
104671,48,Other,Finance,Sales Executive,6,Bachelor,11,12,61,81,93,98,45,89,17,67,2060316,Yes,5,2.29,372,81.47,23,5,9,4,High,2.12,60.7
104672,36,Male,Finance,DevOps Engineer,6,PhD,9,185,83,64,46,64,85,88,11,24,1278497,No,2,3.08,208,89.47,15,2,8,4,High,2.16,75.32
104673,29,Male,Finance,Marketing Specialist,33,PhD,10,164,77,91,63,60,70,88,9,57,2312155,Yes,5,1.26,265,92.19,10,7,4,3,Medium,2.72,63.26
104674,28,Male,IT,Business Analyst,18,Bachelor,7,9,92,63,55,52,37,75,6,44,2256279,Yes,5,2.56,140,79.12,2,9,1,1,Low,2.07,58.76
104675,33,Other,HR,DevOps Engineer,19,Bachelor,4,258,60,90,57,96,83,93,14,21,1099629,Yes,6,3.52,59,80.43,17,1,2,1,High,3.33,69.19
104676,34,Female,Sales,QA Engineer,24,Master,8,161,43,64,98,52,34,74,14,47,1865028,Yes,14,1.33,278,73.95,19,6,3,2,Low,4.46,49.48
104677,38,Other,Operations,AI Engineer,4,Bachelor,12,289,71,56,47,86,38,91,11,12,2255979,No,6,2.89,285,90.36,17,8,7,1,High,2.77,59.81
104678,38,Female,HR,ML Engineer,28,PhD,11,195,94,56,66,89,95,97,19,24,1600722,No,13,2.75,119,80.46,13,3,6,1,Medium,1.45,79.37
104679,57,Other,HR,Cloud Engineer,26,Master,12,33,68,57,65,69,59,91,14,9,308797,No,7,2.25,316,74.16,13,4,5,6,Medium,4.51,54.71
104680,42,Other,HR,AI Engineer,24,Bachelor,14,159,99,68,70,52,94,97,2,17,920885,Yes,18,4.94,283,89.02,15,4,2,5,High,3.09,86.53
104681,29,Other,IT,Product Manager,14,PhD,0,84,98,67,57,79,59,86,15,54,1973025,Yes,4,4.9,150,70.37,9,6,6,5,Medium,4.84,66.77
104682,26,Female,Operations,Cloud Engineer,3,Bachelor,6,57,69,66,41,46,76,100,18,26,1124983,No,5,2.96,452,98.5,6,9,6,1,Low,4.48,63.86
104683,47,Other,IT,ML Engineer,13,PhD,4,264,42,67,80,94,60,84,6,55,2173068,Yes,15,1.75,304,89.23,22,9,8,3,Medium,4.47,57.78
104684,37,Male,Operations,Data Scientist,16,PhD,14,296,44,68,62,90,89,76,16,55,2490070,No,2,2.86,413,88.24,7,9,8,7,High,1.49,68.01
104685,57,Other,Operations,Marketing Specialist,20,Master,3,24,58,89,95,81,38,86,3,48,641174,No,8,4.39,200,89.41,14,8,7,6,High,3.1,63.27
104686,49,Male,IT,Software Engineer,15,Master,2,35,47,62,87,51,83,81,21,25,2355166,No,18,2.38,97,79.5,21,6,9,6,Low,4.39,58.66
104687,50,Female,Operations,Sales Executive,25,Bachelor,11,263,76,60,88,41,90,99,14,1,1683988,Yes,2,2.36,367,77.0,21,3,3,8,Low,4.15,72.05
104688,33,Female,HR,Business Analyst,8,Master,9,113,70,56,81,98,93,100,8,73,2152353,No,2,4.24,25,86.1,15,6,8,5,Medium,3.09,66.12
104689,58,Other,IT,DevOps Engineer,1,Bachelor,6,104,66,76,61,53,35,76,16,59,558738,No,18,3.51,379,98.32,18,6,8,2,High,4.98,55.56
104690,51,Other,Operations,Finance Analyst,14,Master,11,92,52,86,72,81,74,98,0,37,2370141,Yes,7,2.62,336,78.43,11,4,5,4,Low,4.67,62.87
104691,44,Other,Finance,Finance Analyst,34,Master,1,88,81,54,92,56,94,82,1,2,1495365,Yes,14,3.07,417,91.49,14,4,1,3,High,2.7,73.42
104692,37,Male,IT,Software Engineer,23,Bachelor,4,162,45,57,57,52,66,77,6,73,2057607,Yes,5,3.38,67,99.2,12,7,8,2,High,1.94,53.53
104693,35,Female,Marketing,AI Engineer,13,Master,1,37,40,59,54,40,46,73,22,52,1870514,No,9,1.64,77,86.48,2,2,2,8,Medium,2.52,53.8
104694,31,Male,IT,Finance Analyst,5,Master,6,91,69,86,80,94,54,77,13,43,2385253,No,14,2.91,257,83.76,8,2,4,4,Medium,2.13,79.86
104695,28,Male,IT,Marketing Specialist,17,Master,5,118,50,75,42,96,79,91,4,22,2152310,Yes,4,3.09,303,92.44,6,9,4,5,Low,3.6,57.71
104696,58,Other,IT,HR Executive,21,Master,12,210,91,64,87,86,60,85,3,27,520669,Yes,1,4.98,69,74.24,6,4,3,9,Medium,3.83,65.08
104697,50,Other,Operations,Finance Analyst,17,Bachelor,9,159,80,65,97,40,61,85,12,31,879429,Yes,8,2.01,456,70.99,2,3,3,9,High,1.55,56.14
104698,24,Male,IT,ML Engineer,1,PhD,14,100,70,78,62,86,77,91,9,75,1025898,No,15,1.99,407,80.56,3,2,3,6,Low,2.15,71.37
104699,36,Male,Marketing,Software Engineer,31,Bachelor,6,178,55,77,86,65,46,80,12,19,614918,No,19,4.04,397,95.12,15,8,7,9,Medium,4.74,64.63
104700,57,Other,Sales,Business Analyst,16,Bachelor,11,283,54,59,41,91,90,96,21,5,1170109,Yes,10,2.34,332,72.33,20,1,2,1,Low,3.55,49.22
104701,40,Other,IT,Software Engineer,0,Bachelor,8,296,44,89,81,86,86,78,23,2,2081123,No,17,1.22,330,87.73,22,1,2,5,High,3.79,72.31
104702,34,Male,Finance,Business Analyst,8,Master,12,22,54,53,43,85,86,91,11,2,2142449,Yes,2,4.83,103,71.55,19,5,3,7,Medium,1.19,72.37
104703,42,Other,Marketing,HR Executive,12,Master,1,278,40,95,65,52,99,97,22,22,655835,No,5,1.17,344,85.03,15,8,6,7,Medium,2.66,63.24
104704,58,Other,Sales,Product Manager,29,PhD,8,31,54,89,58,73,62,80,17,72,2489916,No,15,4.68,285,73.9,8,4,8,2,Medium,4.8,53.03
104705,48,Male,Operations,Sales Executive,30,Master,6,137,75,63,88,79,48,74,10,32,603011,Yes,10,4.25,471,88.23,7,8,3,9,Low,4.15,67.58
104706,50,Male,IT,Finance Analyst,22,PhD,1,80,99,93,49,48,44,79,17,35,1172026,Yes,18,3.44,417,79.31,17,9,8,1,Low,4.13,58.56
104707,41,Female,Sales,Product Manager,27,PhD,9,194,87,82,61,90,64,95,21,63,363732,No,13,4.53,150,81.12,2,1,5,9,Medium,4.59,70.17
104708,46,Male,Finance,Software Engineer,9,Master,1,291,93,67,92,58,78,75,11,11,1022978,No,14,1.78,466,71.89,14,5,8,1,High,1.82,68.99
104709,27,Other,Marketing,Marketing Specialist,24,PhD,3,92,78,61,45,62,65,85,0,61,1134821,Yes,3,1.75,64,93.28,4,6,6,3,Medium,4.94,65.38
104710,57,Male,Marketing,Cloud Engineer,25,Bachelor,1,45,94,59,40,80,83,81,20,25,1671371,No,6,2.78,334,88.08,23,7,5,1,Low,2.77,62.55
104711,23,Male,Operations,QA Engineer,25,Bachelor,0,26,47,70,82,94,65,77,15,36,1145734,Yes,12,4.99,249,87.45,14,9,4,6,High,4.37,65.53
104712,43,Male,Operations,Product Manager,12,Bachelor,5,161,92,82,55,67,82,94,13,47,1572414,Yes,5,1.04,360,89.74,4,3,5,6,Medium,2.22,79.23
104713,53,Female,Operations,Marketing Specialist,16,PhD,9,100,61,63,95,69,89,95,0,73,1776647,Yes,9,1.57,375,89.91,16,3,1,2,Low,3.6,69.86
104714,37,Female,Sales,HR Executive,3,PhD,13,186,66,58,91,46,73,98,6,43,481483,Yes,7,3.88,429,80.57,19,8,9,3,Low,1.25,54.43
104715,39,Other,IT,AI Engineer,22,Bachelor,10,193,98,75,46,53,62,82,18,10,1365033,Yes,19,2.03,317,78.23,22,2,9,7,High,4.83,71.47
104716,26,Female,HR,Cloud Engineer,34,Master,14,157,73,64,63,41,73,82,24,68,1846974,No,5,3.22,53,78.93,2,6,4,8,Medium,1.47,61.55
104717,57,Male,Marketing,Business Analyst,10,Bachelor,4,8,69,70,74,51,84,85,4,23,567098,Yes,4,3.86,399,94.34,4,5,1,7,Medium,3.76,66.28
104718,51,Female,HR,Software Engineer,11,Master,11,211,51,71,53,82,73,95,16,18,1981436,No,18,4.36,443,75.08,21,2,7,8,Medium,1.02,70.93
104719,40,Male,Marketing,Business Analyst,8,Master,2,166,97,95,43,88,80,80,9,69,2124187,Yes,5,3.23,353,84.6,7,2,6,4,Medium,3.06,78.33
104720,44,Female,Operations,Business Analyst,14,PhD,10,273,99,90,80,41,80,93,3,55,2076461,Yes,7,1.4,234,88.77,11,1,6,9,Medium,2.29,72.55
104721,55,Female,IT,Project Manager,4,PhD,0,297,41,92,54,67,36,77,23,48,2498550,No,13,3.78,192,85.49,23,2,6,1,Low,1.93,59.79
104722,34,Female,IT,Support Engineer,18,Master,8,110,85,54,83,93,30,92,13,56,2033123,Yes,16,3.0,313,86.6,16,2,3,6,Low,3.86,70.18
104723,50,Male,Marketing,Marketing Specialist,10,Master,7,202,90,93,96,67,42,82,22,10,312833,Yes,11,3.78,405,95.17,21,6,4,4,Low,2.77,65.64
104724,57,Female,Sales,Marketing Specialist,8,Master,5,247,91,65,87,51,77,70,5,62,1586760,Yes,3,1.23,180,79.88,9,2,1,1,Medium,2.27,64.82
104725,43,Male,Operations,HR Executive,34,PhD,5,64,77,84,62,69,76,89,24,16,1016453,Yes,4,1.01,257,80.38,18,3,1,9,Medium,2.79,75.56
104726,57,Male,IT,Marketing Specialist,26,Bachelor,11,202,61,54,58,97,76,89,11,14,418810,No,17,4.63,304,74.98,5,4,7,1,High,2.26,61.39
104727,30,Other,IT,Cloud Engineer,12,Master,3,160,90,75,53,86,39,97,19,69,620594,No,9,3.27,396,92.51,3,3,4,4,Low,2.69,74.87
104728,40,Female,Finance,Software Engineer,11,PhD,12,132,56,75,66,79,55,88,11,61,1492094,No,19,1.71,418,76.22,13,1,2,7,Medium,1.66,66.87
104729,59,Other,IT,Finance Analyst,8,Bachelor,1,177,74,54,75,79,79,73,0,31,500578,No,13,3.82,20,85.59,22,3,8,3,High,4.7,64.13
104730,27,Other,Finance,Data Scientist,27,PhD,11,192,91,99,94,61,76,97,11,39,2169644,No,12,3.83,296,95.62,7,9,7,3,High,2.68,73.74
104731,36,Male,IT,DevOps Engineer,12,Bachelor,3,265,96,85,77,57,73,71,5,10,2306186,No,17,4.66,71,72.94,11,6,2,9,High,2.86,64.41
104732,41,Female,IT,DevOps Engineer,19,PhD,13,59,81,73,61,53,30,88,3,12,2211739,No,13,4.07,156,75.06,4,3,7,2,Medium,3.9,62.91
104733,30,Male,Sales,Marketing Specialist,12,Bachelor,1,204,95,64,50,64,92,88,16,27,725567,Yes,11,4.35,237,75.5,9,2,7,8,Low,1.5,72.77
104734,53,Male,Sales,HR Executive,26,Master,12,154,84,79,43,49,46,79,9,27,1979149,Yes,10,4.34,328,74.03,14,9,3,6,Medium,1.78,53.6
104735,25,Female,Operations,AI Engineer,25,PhD,6,71,91,54,97,75,46,86,18,47,357329,Yes,5,2.17,52,98.35,15,6,9,8,Medium,1.6,62.19
104736,39,Male,IT,Marketing Specialist,28,Bachelor,14,155,62,89,71,87,68,92,10,54,2141956,No,17,3.09,131,92.2,5,2,5,8,Low,2.92,76.83
104737,26,Female,Operations,ML Engineer,28,Bachelor,8,172,68,97,79,87,72,89,0,15,689752,No,1,1.14,194,83.65,5,9,8,1,Low,3.35,75.61
104738,41,Female,Operations,Support Engineer,21,Bachelor,12,61,68,71,80,92,70,77,4,35,1203362,Yes,16,1.17,370,78.93,4,6,8,5,High,3.86,69.17
104739,44,Male,Operations,Product Manager,8,Master,1,204,96,82,97,88,44,78,23,39,1249478,No,8,4.52,362,73.46,20,2,1,8,Medium,4.77,70.53
104740,32,Male,Operations,Data Scientist,23,PhD,8,59,89,54,94,48,30,87,13,19,1970714,Yes,17,1.2,3,70.71,4,7,5,1,Low,1.34,52.31
104741,58,Other,Marketing,Support Engineer,18,Bachelor,8,85,58,81,63,50,87,71,12,1,1624162,No,8,3.2,90,89.5,4,2,5,5,Low,3.69,61.27
104742,43,Male,Marketing,Software Engineer,30,Master,7,142,56,99,97,66,83,87,1,76,1928659,No,14,4.71,292,85.15,17,7,3,6,High,4.02,72.41
104743,25,Female,IT,DevOps Engineer,14,Master,0,6,47,97,73,98,34,77,13,1,1440980,Yes,17,1.82,109,87.77,22,6,5,4,Medium,3.66,58.94
104744,50,Other,Marketing,AI Engineer,31,Master,4,294,89,72,91,97,91,71,5,68,850207,No,9,2.77,377,75.02,9,7,1,7,Low,4.42,69.76
104745,55,Female,IT,ML Engineer,28,Master,13,178,46,59,42,52,75,91,5,69,1458382,Yes,6,3.59,477,87.66,16,6,1,5,Medium,3.08,56.79
104746,34,Other,Sales,Cloud Engineer,33,Master,9,226,94,85,77,40,94,85,20,49,565848,Yes,2,3.25,462,76.13,21,4,1,2,Low,4.27,70.48
104747,30,Male,HR,Software Engineer,8,Master,12,6,50,99,41,78,57,74,22,47,1673515,No,19,2.45,399,71.23,10,1,6,3,Medium,1.28,68.7
104748,52,Male,Finance,Business Analyst,34,Master,12,139,42,66,62,50,70,79,0,23,2482550,Yes,13,4.15,347,96.16,7,4,6,5,High,3.55,54.42
104749,28,Male,Marketing,Marketing Specialist,5,PhD,10,13,41,76,79,96,52,78,19,8,1833631,No,10,2.64,182,94.82,21,1,1,2,High,4.76,63.68
104750,25,Female,Marketing,AI Engineer,13,PhD,3,33,58,94,59,42,61,71,10,39,857022,No,10,2.54,459,87.67,5,6,1,9,Low,2.82,52.59
104751,40,Other,Sales,Software Engineer,8,Master,6,239,67,57,95,41,87,85,21,39,810473,Yes,15,1.09,472,97.44,11,5,5,9,Low,1.49,61.91
104752,51,Female,Marketing,Data Scientist,18,Bachelor,12,96,95,89,47,85,68,85,3,1,579540,Yes,5,4.46,27,93.17,5,4,2,5,Medium,2.45,72.84
104753,52,Other,IT,Business Analyst,22,Bachelor,10,267,67,93,74,81,62,86,5,72,1637634,No,7,5.0,122,78.24,21,8,3,2,Low,4.4,71.21
104754,56,Male,IT,Data Scientist,27,Bachelor,14,125,64,99,88,63,87,71,1,5,1089125,No,13,3.97,59,97.44,3,2,7,1,High,1.51,70.92
104755,42,Female,HR,QA Engineer,15,Master,13,33,50,55,82,59,61,95,24,18,714462,Yes,11,4.88,499,81.64,7,7,3,4,High,3.11,62.56
104756,52,Male,HR,DevOps Engineer,25,Bachelor,7,282,79,56,42,88,79,74,19,18,1377981,No,2,2.98,372,99.5,2,6,1,4,Low,4.43,71.11
104757,40,Female,HR,Support Engineer,24,PhD,13,17,82,75,71,79,80,100,4,32,2283867,Yes,15,3.33,244,90.93,12,5,1,4,Low,4.15,71.21
104758,52,Male,IT,Sales Executive,34,PhD,9,292,41,66,97,54,48,77,14,60,1335982,No,15,4.54,365,76.25,4,8,5,6,High,3.05,54.21
104759,53,Female,Operations,ML Engineer,4,PhD,10,67,51,86,70,93,32,93,22,29,1132493,Yes,19,3.1,131,81.87,6,1,9,5,Low,3.5,57.65
104760,23,Female,Operations,Project Manager,6,PhD,12,236,80,72,83,45,46,71,7,61,1156145,Yes,5,1.29,98,89.96,23,9,3,7,Medium,2.12,59.79
104761,31,Other,HR,Sales Executive,22,Master,7,79,77,76,85,59,72,81,16,12,2135789,No,17,3.95,422,93.65,9,9,5,5,High,4.73,68.44
104762,23,Male,HR,AI Engineer,24,PhD,1,85,51,89,70,61,58,82,22,17,2355450,Yes,8,1.56,68,87.29,21,8,6,9,High,1.12,51.65
104763,23,Other,IT,Business Analyst,0,Bachelor,2,59,89,68,40,41,73,85,9,1,2340228,No,16,2.37,241,92.21,17,9,7,6,Low,2.46,62.17
104764,45,Other,Sales,DevOps Engineer,21,Bachelor,12,47,64,76,51,93,81,74,8,2,733120,No,15,4.38,28,84.45,13,5,4,5,Low,2.58,66.77
104765,38,Male,Marketing,HR Executive,3,PhD,9,178,76,74,57,54,57,81,1,5,1663829,Yes,18,2.11,248,78.56,21,2,7,1,Low,4.1,54.89
104766,53,Female,Finance,Marketing Specialist,27,PhD,14,83,70,89,63,87,63,84,10,27,614771,Yes,18,4.74,16,91.14,15,4,3,6,High,2.89,72.93
104767,37,Other,Operations,Product Manager,13,PhD,9,94,93,74,75,73,83,99,1,76,1091320,No,15,4.26,158,94.74,2,2,4,5,High,4.43,76.82
104768,37,Male,Operations,Data Scientist,32,Bachelor,6,251,56,70,68,93,31,100,15,31,1879577,Yes,10,4.87,267,79.53,12,2,7,3,Low,2.14,65.19
104769,52,Female,IT,Project Manager,3,Bachelor,3,179,87,74,64,85,46,98,3,59,407085,Yes,5,1.42,99,82.83,11,5,3,4,Medium,1.71,61.59
104770,45,Other,IT,QA Engineer,10,PhD,5,83,51,56,62,96,47,71,16,30,1703300,No,16,2.18,350,80.13,15,1,8,5,Low,1.99,54.45
104771,22,Other,Finance,Product Manager,31,Bachelor,7,149,69,84,42,94,57,81,8,60,2059364,Yes,12,4.16,10,74.37,16,5,7,9,Medium,1.69,66.13
104772,32,Other,Finance,Data Scientist,3,Bachelor,7,38,41,55,69,99,57,92,11,8,2158357,No,17,3.69,429,93.0,16,1,5,9,Medium,2.36,57.9
104773,42,Female,HR,Software Engineer,0,Master,6,278,55,89,56,70,81,79,4,66,1858308,Yes,12,4.06,422,85.3,3,3,2,6,Low,1.97,71.87
104774,25,Other,Finance,Cloud Engineer,25,PhD,12,112,40,99,84,69,45,77,2,53,530729,Yes,1,4.49,157,74.86,7,7,7,6,Medium,3.47,70.23
104775,28,Female,Marketing,QA Engineer,32,PhD,11,126,91,64,88,67,62,90,5,78,2152680,Yes,11,2.09,415,80.39,10,8,2,9,High,1.05,56.01
104776,47,Other,Marketing,QA Engineer,16,Master,1,40,73,73,69,91,34,80,6,67,398268,No,8,4.89,455,92.22,7,1,2,8,Low,3.02,70.0
104777,33,Male,Operations,ML Engineer,26,Master,1,157,84,98,88,72,74,81,3,16,1765400,Yes,5,4.04,457,81.35,2,9,4,7,Low,2.57,66.53
104778,52,Other,Marketing,AI Engineer,4,Bachelor,2,205,87,53,97,80,66,86,13,58,882169,Yes,8,4.79,266,72.15,6,6,9,6,Medium,2.33,71.81
104779,38,Male,Marketing,HR Executive,6,Master,3,46,40,56,58,88,81,98,13,30,1800654,No,11,1.44,410,73.16,13,9,4,2,Low,1.3,56.04
104780,54,Male,Marketing,HR Executive,24,PhD,0,184,90,79,44,60,93,76,1,74,1212935,No,11,3.23,261,99.94,17,2,8,8,Medium,3.91,71.87
104781,32,Male,HR,Support Engineer,7,PhD,4,71,75,66,79,85,91,84,20,60,1191865,No,14,4.27,182,82.84,2,2,6,5,High,2.45,70.92
104782,49,Female,Operations,Project Manager,33,PhD,13,56,91,87,95,62,34,88,14,39,666338,Yes,14,1.36,104,89.08,18,6,7,6,High,4.76,66.81
104783,53,Male,IT,ML Engineer,3,Bachelor,6,238,42,79,73,81,40,98,11,2,1168299,No,19,2.94,5,88.58,19,1,2,3,Low,4.8,51.61
104784,22,Other,Operations,Data Scientist,11,Bachelor,11,61,73,94,96,52,32,71,13,49,1135981,No,11,4.19,102,74.98,6,2,2,1,Low,3.29,76.4
104785,49,Female,Operations,Finance Analyst,30,PhD,9,56,51,88,48,84,80,99,22,0,1863346,No,2,1.2,413,81.97,21,5,6,6,High,2.41,59.06
104786,28,Male,Operations,DevOps Engineer,10,PhD,10,242,95,58,78,65,89,75,9,7,403051,Yes,8,3.87,17,91.43,21,6,3,4,Medium,2.6,70.0
104787,23,Female,Finance,Sales Executive,21,Bachelor,4,123,97,68,87,93,95,71,2,61,1597378,No,11,4.87,358,82.74,14,5,6,5,Low,2.15,83.15
104788,45,Female,IT,Finance Analyst,0,Bachelor,13,152,84,62,83,58,86,83,1,63,885214,No,1,1.22,294,87.68,22,3,4,4,Low,3.73,79.41
104789,25,Female,Finance,Software Engineer,3,Master,6,254,66,96,65,66,46,95,1,40,2317018,No,5,4.67,333,81.13,18,6,4,5,Low,3.14,72.91
104790,40,Other,HR,HR Executive,7,Bachelor,4,216,89,98,92,79,32,77,10,16,809846,No,15,2.68,446,77.95,17,9,8,1,Low,2.69,56.19
104791,47,Male,HR,Sales Executive,24,Bachelor,10,231,76,86,44,98,32,85,11,71,1781346,Yes,19,1.1,142,70.56,14,4,9,4,Medium,3.09,66.81
104792,32,Female,Sales,AI Engineer,27,PhD,9,16,94,68,63,46,69,88,14,42,2463324,No,16,2.39,305,82.73,21,3,7,4,High,1.49,67.16
104793,32,Female,Sales,Cloud Engineer,3,PhD,7,79,64,55,70,64,92,87,11,1,1116376,No,4,2.22,180,81.9,4,7,9,6,Medium,3.65,67.11
